city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
Rio de Janeiro,97,3,2,2,14,acept,not furnished,"R$1,600","R$1,700",R$125,R$22,"R$3,447"
Rio de Janeiro,25,1,1,0,-,acept,not furnished,R$20,"R$1,200",R$25,R$19,"R$1,264"
Porto Alegre,100,3,2,1,4,not acept,furnished,R$950,"R$2,700",R$71,R$35,"R$3,756"
Belo Horizonte,69,2,1,0,4,acept,not furnished,R$525,"R$3,000",R$0,R$22,"R$3,547"
Campinas,143,3,2,3,-,acept,not furnished,R$0,"R$1,700",R$70,R$26,"R$1,796"
Porto Alegre,48,1,1,1,3,acept,not furnished,R$660,"R$3,300",R$110,R$42,"R$4,112"
Campinas,380,4,6,3,-,acept,not furnished,R$0,"R$4,000",R$455,R$61,"R$4,516"
Belo Horizonte,340,5,4,2,7,acept,not furnished,"R$220,000","R$12,000","R$1,000",R$153,"R$233,200"
Porto Alegre,165,3,2,0,-,acept,not furnished,R$0,"R$3,000",R$129,R$46,"R$3,175"
Porto Alegre,137,3,3,1,9,acept,furnished,"R$1,200","R$5,500",R$303,R$70,"R$7,073"
Belo Horizonte,33,2,1,0,6,acept,not furnished,R$300,"R$1,900",R$0,R$25,"R$2,225"
Belo Horizonte,120,4,3,2,8,acept,not furnished,"R$2,010","R$2,210",R$334,R$28,"R$4,582"
Porto Alegre,150,4,3,0,2,acept,not furnished,R$0,"R$2,850",R$275,R$37,"R$3,162"
Sao Paulo,218,4,4,4,3,not acept,not furnished,"R$2,488","R$4,930","R$1,454",R$63,"R$8,935"
Belo Horizonte,160,4,3,3,3,acept,not furnished,"R$1,600","R$7,000",R$542,R$89,"R$9,231"
Sao Paulo,85,2,1,0,4,acept,furnished,R$620,"R$2,190",R$0,R$28,"R$2,838"
Rio de Janeiro,230,3,3,0,9,acept,furnished,"R$1,700","R$5,000",R$109,R$64,"R$6,873"
Sao Paulo,40,1,1,0,-,not acept,not furnished,R$0,R$970,R$63,R$15,"R$1,048"
Campinas,160,4,5,3,2,acept,furnished,"R$1,623","R$3,800",R$834,R$49,"R$6,306"
Campinas,92,3,2,3,6,acept,not furnished,R$700,"R$2,100",R$167,R$27,"R$2,994"
Sao Paulo,23,1,1,0,2,not acept,not furnished,R$30,R$950,R$34,R$13,"R$1,027"
Porto Alegre,53,2,2,1,9,not acept,not furnished,R$722,"R$2,100",R$0,R$27,"R$2,849"
Porto Alegre,260,3,2,3,10,acept,not furnished,"R$3,000","R$8,500","R$1,084",R$108,"R$12,690"
Belo Horizonte,140,3,1,0,-,acept,not furnished,R$0,"R$2,700",R$167,R$41,"R$2,908"
Porto Alegre,236,4,5,7,4,acept,furnished,"R$3,000","R$10,800","R$1,084",R$137,"R$15,020"
Sao Paulo,250,3,3,3,-,acept,not furnished,R$0,"R$3,210",R$0,R$49,"R$3,259"
Rio de Janeiro,30,2,1,0,-,acept,not furnished,Sem info,"R$1,500",R$5,R$23,"R$1,528"
Rio de Janeiro,280,4,4,1,1,acept,furnished,"R$3,000","R$8,000",R$292,R$102,"R$11,390"
Rio de Janeiro,103,3,1,3,2,acept,not furnished,"R$1,054","R$3,400",R$94,R$44,"R$4,592"
Campinas,60,1,1,0,-,acept,furnished,R$0,"R$4,100",R$400,R$62,"R$4,562"
Porto Alegre,62,2,1,1,1,acept,not furnished,R$580,"R$1,650",R$92,R$21,"R$2,343"
Porto Alegre,20,1,1,0,-,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
Sao Paulo,278,3,2,1,11,acept,not furnished,"R$2,640","R$7,800",R$601,R$99,"R$11,140"
Porto Alegre,42,2,1,1,18,acept,not furnished,R$500,"R$1,200",R$0,R$16,"R$1,716"
Rio de Janeiro,260,4,5,5,6,acept,not furnished,"R$3,000","R$12,500","R$1,667",R$159,"R$17,330"
Porto Alegre,160,3,3,2,1,acept,furnished,"R$1,990","R$12,650",R$360,R$161,"R$15,160"
Campinas,200,4,4,3,5,acept,furnished,"R$2,300","R$10,200",R$803,R$130,"R$13,430"
Sao Paulo,52,2,1,1,8,acept,not furnished,R$760,"R$3,000",R$145,R$39,"R$3,944"
Rio de Janeiro,100,2,2,1,10,acept,furnished,"R$1,190","R$1,625",R$66,R$7,"R$2,888"
Rio de Janeiro,75,2,2,1,14,acept,not furnished,R$736,"R$2,629",R$0,R$10,"R$3,375"
Rio de Janeiro,30,1,1,0,-,not acept,not furnished,R$0,"R$1,400",R$0,R$22,"R$1,422"
Belo Horizonte,70,2,2,1,1,not acept,not furnished,R$280,"R$1,000",R$138,R$13,"R$1,431"
Porto Alegre,55,2,1,0,-,acept,not furnished,R$0,"R$2,000",R$75,R$31,"R$2,106"
Porto Alegre,23,1,1,0,25,acept,not furnished,R$399,"R$2,150",R$0,R$28,"R$2,577"
Porto Alegre,250,3,4,3,8,acept,not furnished,"R$2,850","R$9,000",R$834,R$115,"R$12,800"
Campinas,240,4,5,3,4,acept,not furnished,"R$3,500","R$15,000","R$1,250",R$191,"R$19,940"
Campinas,110,2,1,1,-,acept,not furnished,R$0,"R$1,500",R$163,R$23,"R$1,686"
Belo Horizonte,52,2,1,1,4,acept,furnished,R$320,"R$1,800",R$70,R$23,"R$2,213"
Porto Alegre,20,1,1,0,5,not acept,furnished,R$420,"R$1,700",R$54,R$22,"R$2,196"
Campinas,40,1,1,0,-,not acept,not furnished,R$0,R$780,R$17,R$12,R$809
Porto Alegre,35,1,1,1,4,not acept,not furnished,R$570,"R$1,200",R$46,R$16,"R$1,832"
Porto Alegre,92,3,1,2,3,acept,furnished,R$418,"R$2,200",R$0,R$28,"R$2,646"
Porto Alegre,700,4,6,6,-,acept,not furnished,R$0,"R$12,500","R$2,176",R$188,"R$14,860"
Sao Paulo,50,1,1,1,7,acept,furnished,"R$2,000","R$2,000",R$382,R$26,"R$4,408"
Belo Horizonte,141,3,3,2,3,acept,not furnished,"R$1,100","R$7,935",R$167,R$101,"R$9,303"
Rio de Janeiro,60,2,2,1,14,not acept,furnished,"R$2,435","R$2,600",R$184,R$33,"R$5,252"
Rio de Janeiro,333,3,4,4,27,acept,furnished,"R$1,700","R$13,000",R$500,R$165,"R$15,370"
Sao Paulo,48,1,1,0,3,acept,not furnished,R$90,R$950,R$90,R$26,"R$1,156"
Porto Alegre,101,3,4,2,4,not acept,furnished,"R$1,037","R$6,664",R$359,R$85,"R$8,145"
Belo Horizonte,35,1,1,1,2,acept,not furnished,R$762,"R$2,850",R$84,R$37,"R$3,733"
Sao Paulo,312,3,6,3,-,acept,furnished,R$0,"R$6,300","R$1,063",R$95,"R$7,458"
Campinas,40,1,1,0,14,not acept,furnished,R$810,"R$3,800",R$162,R$49,"R$4,821"
Rio de Janeiro,45,1,1,1,2,not acept,furnished,"R$1,900","R$4,200",R$350,R$54,"R$6,504"
Campinas,145,3,3,2,1,acept,furnished,"R$1,088","R$5,800",R$250,R$74,"R$7,212"
Rio de Janeiro,350,3,4,5,-,acept,not furnished,Incluso,"R$5,500","R$1,092",R$83,"R$6,675"
Sao Paulo,170,3,3,1,6,acept,not furnished,"R$1,300","R$2,260",R$200,R$29,"R$3,789"
Porto Alegre,270,3,3,2,8,acept,furnished,"R$3,370","R$5,500",R$995,R$70,"R$9,935"
Porto Alegre,70,2,2,0,-,not acept,not furnished,R$0,"R$3,800",R$90,R$58,"R$3,948"
Porto Alegre,50,2,1,1,6,acept,furnished,R$400,"R$1,900",R$0,R$15,"R$2,315"
Campinas,33,1,1,1,19,not acept,furnished,R$400,"R$3,413",R$0,R$12,"R$3,825"
Sao Paulo,70,3,1,1,1,acept,not furnished,R$650,"R$1,300",R$17,R$17,"R$1,984"
Rio de Janeiro,240,3,2,3,-,acept,not furnished,R$0,"R$5,900",R$500,R$89,"R$6,489"
Campinas,53,1,1,1,4,acept,not furnished,R$690,"R$4,398",R$200,R$56,"R$5,344"
Porto Alegre,50,2,1,1,-,acept,not furnished,R$500,"R$1,060",R$5,R$14,"R$1,579"
Belo Horizonte,55,2,1,1,7,not acept,not furnished,R$784,"R$3,900",R$135,R$50,"R$4,869"
Sao Paulo,500,5,6,5,-,acept,not furnished,R$0,"R$12,500","R$1,898",R$188,"R$14,590"
Porto Alegre,380,2,4,0,21,acept,furnished,"R$3,490","R$6,800","R$2,863",R$87,"R$13,240"
Rio de Janeiro,48,1,1,1,4,acept,not furnished,R$633,"R$3,400",R$114,R$44,"R$4,191"
Campinas,30,1,1,0,1,acept,furnished,R$350,"R$3,300",R$0,R$42,"R$3,692"
Porto Alegre,138,3,4,3,8,acept,not furnished,"R$1,278","R$5,000",R$405,R$64,"R$6,747"
Belo Horizonte,100,2,4,2,12,not acept,furnished,R$885,"R$3,000",R$330,R$39,"R$4,254"
Sao Paulo,320,3,4,3,-,acept,not furnished,R$0,"R$6,000",R$484,R$91,"R$6,575"
Sao Paulo,351,3,4,2,17,not acept,furnished,"R$2,400","R$9,500","R$1,192",R$121,"R$13,210"
Porto Alegre,190,4,3,3,8,acept,not furnished,"R$1,200","R$5,700",R$71,R$73,"R$7,044"
Sao Paulo,55,2,1,1,3,acept,not furnished,R$720,"R$2,170",R$12,R$28,"R$2,930"
Campinas,62,2,1,1,2,acept,not furnished,"R$1,000","R$5,000",R$184,R$64,"R$6,248"
Porto Alegre,130,3,2,1,3,acept,not furnished,"R$2,400","R$4,500",R$317,R$58,"R$7,275"
Rio de Janeiro,61,2,1,1,6,acept,not furnished,R$897,"R$2,100",R$96,R$27,"R$3,120"
Belo Horizonte,150,3,4,3,18,not acept,furnished,"R$2,200","R$7,500",R$622,R$54,"R$10,380"
Porto Alegre,87,2,1,0,10,acept,not furnished,R$415,"R$1,100",R$82,R$14,"R$1,611"
Campinas,156,3,4,3,4,acept,not furnished,"R$1,650","R$9,000",R$667,R$115,"R$11,430"
Campinas,33,1,1,0,12,acept,not furnished,R$300,"R$1,655",R$0,R$21,"R$1,976"
Campinas,46,1,1,1,7,acept,not furnished,R$486,"R$1,816",R$83,R$8,"R$2,393"
Porto Alegre,45,1,1,1,9,acept,not furnished,R$427,"R$2,142",Incluso,R$20,"R$2,589"
Belo Horizonte,50,2,1,1,5,acept,not furnished,R$570,"R$1,100",R$0,R$14,"R$1,684"
Sao Paulo,90,2,2,2,-,acept,furnished,R$0,"R$4,100",R$0,R$62,"R$4,162"
Porto Alegre,280,3,4,3,4,not acept,not furnished,"R$4,200","R$7,600","R$1,250",R$97,"R$13,150"
Porto Alegre,98,2,3,2,8,acept,furnished,"R$1,907","R$8,500",R$468,R$108,"R$10,980"
Rio de Janeiro,65,2,1,2,21,acept,not furnished,"R$1,111","R$4,000",R$233,R$51,"R$5,395"
Campinas,100,1,2,2,1,acept,furnished,"R$2,344","R$7,000",R$757,R$89,"R$10,190"
Rio de Janeiro,170,3,5,3,1,acept,furnished,"R$2,900","R$9,900",R$724,R$126,"R$13,650"
Sao Paulo,60,1,1,1,7,acept,furnished,"R$1,800","R$2,000",R$0,R$26,"R$3,826"
Campinas,400,3,5,6,-,acept,furnished,R$0,"R$4,700",R$125,R$71,"R$4,896"
Porto Alegre,45,1,1,1,1,not acept,furnished,"R$3,000","R$5,520",R$0,R$70,"R$8,590"
Porto Alegre,85,3,2,2,-,acept,not furnished,R$100,"R$2,500",R$75,R$38,"R$2,713"
Campinas,300,3,3,4,-,acept,not furnished,R$1,"R$3,700",R$950,R$56,"R$4,707"
Porto Alegre,70,2,1,1,3,not acept,not furnished,R$710,R$860,R$45,R$11,"R$1,626"
Sao Paulo,38,1,1,1,5,not acept,furnished,"R$1,450","R$3,400",R$0,R$44,"R$4,894"
Porto Alegre,186,4,4,3,11,acept,not furnished,"R$1,900","R$6,000",R$584,R$77,"R$8,561"
Porto Alegre,20,1,1,0,6,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
Rio de Janeiro,210,3,3,2,15,not acept,furnished,"R$3,500","R$8,667",R$834,R$110,"R$13,110"
Porto Alegre,80,3,2,2,12,not acept,furnished,R$770,"R$3,008",R$211,R$39,"R$4,028"
Rio de Janeiro,22,1,1,0,25,acept,not furnished,R$385,"R$2,100",R$40,R$27,"R$2,552"
Campinas,70,3,2,1,3,acept,not furnished,"R$1,087","R$3,700",R$38,R$47,"R$4,872"
Campinas,162,3,3,1,8,acept,not furnished,"R$2,150","R$7,000",R$492,R$89,"R$9,731"
Porto Alegre,20,1,1,0,5,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
Rio de Janeiro,210,3,3,4,8,acept,not furnished,"R$3,000","R$12,000",R$834,R$153,"R$15,990"
Belo Horizonte,250,4,2,5,-,acept,not furnished,R$0,"R$4,400",R$71,R$67,"R$4,538"
Rio de Janeiro,150,2,1,2,-,acept,not furnished,R$300,"R$1,800",R$136,R$28,"R$2,264"
Sao Paulo,204,4,5,3,10,not acept,not furnished,"R$1,900","R$8,000",R$417,R$102,"R$10,420"
Rio de Janeiro,93,2,2,1,8,acept,not furnished,"R$1,258","R$2,490",R$12,R$32,"R$3,792"
Rio de Janeiro,90,3,1,1,4,acept,not furnished,R$638,"R$1,600",R$225,R$21,"R$2,484"
Sao Paulo,70,3,1,1,12,acept,not furnished,R$800,"R$3,000",R$0,R$39,"R$3,839"
Rio de Janeiro,65,2,2,1,6,acept,not furnished,R$481,"R$1,890",R$125,R$24,"R$2,520"
Sao Paulo,45,2,1,1,14,acept,not furnished,R$270,"R$1,500",R$82,R$20,"R$1,872"
Campinas,204,4,6,4,8,acept,furnished,"R$3,900","R$6,800",R$940,R$87,"R$11,730"
Porto Alegre,240,3,3,2,-,acept,not furnished,R$0,"R$4,000",R$292,R$61,"R$4,353"
Campinas,56,1,1,1,10,not acept,furnished,"R$1,340","R$2,925",R$251,R$10,"R$4,526"
Campinas,80,3,2,1,6,acept,not furnished,R$850,"R$1,790",R$209,R$23,"R$2,872"
Campinas,88,3,3,2,14,acept,not furnished,R$750,"R$2,600",R$169,R$33,"R$3,552"
Porto Alegre,60,1,1,2,11,acept,furnished,"R$2,320","R$4,600",R$267,R$59,"R$7,246"
Campinas,240,4,3,1,-,acept,not furnished,R$0,"R$10,200",R$470,R$154,"R$10,820"
Sao Paulo,60,2,1,1,-,not acept,not furnished,Incluso,"R$1,700",R$23,R$26,"R$1,749"
Porto Alegre,240,3,4,2,-,acept,not furnished,R$0,"R$3,000",R$250,R$46,"R$3,296"
Belo Horizonte,37,2,1,0,1,not acept,not furnished,R$0,"R$1,500",R$25,R$20,"R$1,545"
Sao Paulo,84,3,1,1,6,acept,not furnished,R$800,"R$3,000",R$215,R$39,"R$4,054"
Porto Alegre,260,3,2,2,9,acept,not furnished,"R$4,560","R$12,000",R$732,R$153,"R$17,450"
Rio de Janeiro,70,2,1,1,6,acept,not furnished,R$675,"R$1,380",R$69,R$18,"R$2,142"
Campinas,151,3,2,3,10,acept,furnished,"R$1,400","R$2,500",R$251,R$32,"R$4,183"
Belo Horizonte,120,2,1,0,-,acept,not furnished,R$0,"R$1,500",R$90,R$23,"R$1,613"
Sao Paulo,250,3,2,2,-,acept,not furnished,R$0,"R$3,500",R$250,R$53,"R$3,803"
Porto Alegre,187,3,3,3,13,acept,furnished,"R$4,357","R$5,000","R$1,270",R$64,"R$10,690"
Porto Alegre,87,2,2,1,4,acept,not furnished,R$969,"R$6,675",R$167,R$85,"R$7,896"
Campinas,455,4,5,4,5,acept,not furnished,"R$8,500","R$19,500","R$3,334",R$248,"R$31,580"
Porto Alegre,210,4,5,3,12,acept,furnished,"R$2,620","R$2,975","R$1,184",R$38,"R$6,817"
Campinas,160,3,4,2,-,acept,not furnished,R$0,"R$4,300",R$209,R$65,"R$4,574"
Belo Horizonte,110,6,5,7,-,acept,not furnished,Sem info,"R$9,810","R$1,000",R$148,"R$10,960"
Rio de Janeiro,142,4,4,3,15,not acept,not furnished,"R$1,661","R$2,980",R$559,R$38,"R$5,238"
Rio de Janeiro,700,5,7,8,-,acept,furnished,R$0,"R$6,000","R$1,800",R$91,"R$7,891"
Campinas,45,1,1,1,7,acept,furnished,R$420,"R$2,050",R$162,R$26,"R$2,658"
Sao Paulo,130,3,2,1,1,not acept,not furnished,"R$1,144","R$4,300",R$167,R$55,"R$5,666"
Belo Horizonte,147,4,3,1,-,acept,not furnished,R$0,"R$3,500",R$62,R$53,"R$3,615"
Campinas,150,2,1,0,1,acept,not furnished,R$180,"R$2,285",R$100,R$29,"R$2,594"
Campinas,130,2,3,2,-,acept,not furnished,R$0,"R$2,500",R$42,R$38,"R$2,580"
Sao Paulo,89,3,2,1,14,acept,not furnished,R$800,"R$1,760",R$100,R$23,"R$2,683"
Sao Paulo,103,2,1,1,4,not acept,not furnished,R$635,"R$1,100",R$84,R$14,"R$1,833"
Rio de Janeiro,100,3,2,1,3,acept,not furnished,R$690,"R$1,300",R$76,R$17,"R$2,083"
Rio de Janeiro,310,2,6,3,11,not acept,not furnished,"R$2,300","R$6,000",R$764,R$77,"R$9,141"
Campinas,100,2,3,1,6,acept,not furnished,"R$1,400","R$2,900",R$100,R$37,"R$4,437"
Porto Alegre,70,2,2,1,-,acept,not furnished,R$0,"R$2,400",R$67,R$37,"R$2,504"
Campinas,148,3,3,0,6,acept,not furnished,"R$2,056","R$2,400",R$200,R$31,"R$4,687"
Sao Paulo,80,3,1,1,8,acept,furnished,R$703,"R$2,500",R$87,R$32,"R$3,322"
Campinas,52,1,1,1,7,acept,not furnished,R$626,"R$1,823",R$0,R$21,"R$2,470"
Belo Horizonte,39,2,1,1,-,not acept,not furnished,R$150,"R$1,500",R$38,R$23,"R$1,711"
Porto Alegre,94,3,1,0,6,acept,not furnished,R$710,"R$1,100",R$90,R$14,"R$1,914"
Rio de Janeiro,173,7,2,0,-,not acept,not furnished,R$0,"R$4,800",R$0,R$73,"R$4,873"
Campinas,300,5,6,6,-,acept,not furnished,R$0,"R$9,500","R$2,084",R$143,"R$11,730"
Sao Paulo,651,7,7,8,-,acept,not furnished,R$0,"R$8,500","R$1,595",R$128,"R$10,220"
Sao Paulo,19,1,1,0,-,not acept,not furnished,R$0,"R$1,200",R$41,R$16,"R$1,257"
Sao Paulo,355,4,5,5,21,not acept,furnished,"R$5,700","R$15,000","R$2,977",R$191,"R$23,870"
Rio de Janeiro,45,2,1,1,1,acept,not furnished,R$300,R$870,R$0,R$12,"R$1,182"
Porto Alegre,75,1,1,1,9,acept,not furnished,R$850,"R$2,900",R$46,R$37,"R$3,833"
Porto Alegre,60,2,1,1,4,acept,not furnished,R$603,"R$1,275",R$109,R$17,"R$2,004"
Rio de Janeiro,277,3,4,4,-,acept,not furnished,R$0,"R$3,270",R$28,R$50,"R$3,348"
Rio de Janeiro,71,2,1,1,7,acept,not furnished,R$670,"R$1,150",R$114,R$15,"R$1,949"
Rio de Janeiro,114,3,1,0,-,acept,not furnished,R$0,"R$2,650",R$150,R$40,"R$2,840"
Rio de Janeiro,138,3,3,2,11,acept,not furnished,R$960,"R$3,000",R$100,R$39,"R$4,099"
Sao Paulo,90,3,2,2,4,acept,furnished,R$808,"R$3,600",R$253,R$46,"R$4,707"
Campinas,235,3,2,2,-,not acept,not furnished,R$0,"R$8,000",R$417,R$121,"R$8,538"
Sao Paulo,136,4,2,3,12,acept,not furnished,"R$1,200","R$3,300",R$250,R$42,"R$4,792"
Sao Paulo,20,1,1,0,-,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
Porto Alegre,36,1,1,0,13,not acept,not furnished,R$270,"R$1,240",R$0,R$16,"R$1,526"
Sao Paulo,210,3,4,3,6,acept,not furnished,"R$3,900","R$13,000","R$1,417",R$165,"R$18,480"
Campinas,60,2,1,1,10,acept,not furnished,R$350,"R$1,880",R$0,R$24,"R$2,254"
Sao Paulo,325,5,5,4,-,acept,not furnished,R$0,"R$6,000",R$420,R$91,"R$6,511"
Sao Paulo,43,2,1,1,-,acept,not furnished,R$274,"R$1,061",R$7,R$14,"R$1,356"
Porto Alegre,170,3,2,2,-,acept,not furnished,Incluso,"R$2,300",R$98,R$35,"R$2,433"
Porto Alegre,55,1,2,0,6,acept,not furnished,R$504,R$842,R$0,R$3,"R$1,349"
Rio de Janeiro,200,3,3,1,8,acept,not furnished,"R$1,687","R$5,800",R$365,R$74,"R$7,926"
Belo Horizonte,150,3,2,1,-,not acept,not furnished,R$0,"R$2,500",R$59,R$38,"R$2,597"
Rio de Janeiro,140,2,1,0,-,acept,not furnished,R$0,"R$1,650",R$167,R$25,"R$1,842"
Porto Alegre,160,3,3,1,6,acept,not furnished,"R$2,000","R$4,500",R$84,R$58,"R$6,642"
Porto Alegre,300,3,4,4,-,acept,not furnished,R$1,"R$2,800",R$292,R$43,"R$3,136"
Rio de Janeiro,408,4,6,3,20,acept,not furnished,"R$2,800","R$15,000","R$1,667",R$191,"R$19,660"
Rio de Janeiro,99,3,2,1,8,not acept,not furnished,R$970,"R$2,100",R$180,R$27,"R$3,277"
Sao Paulo,180,3,2,1,2,acept,not furnished,"R$1,000","R$10,000",R$180,R$127,"R$11,310"
Campinas,230,4,5,4,-,acept,not furnished,R$0,"R$8,000",R$526,R$121,"R$8,647"
Campinas,210,4,4,3,9,acept,not furnished,"R$2,100","R$9,100",R$667,R$116,"R$11,980"
Porto Alegre,440,1,2,4,-,acept,not furnished,R$1,"R$9,800",R$584,R$148,"R$10,530"
Porto Alegre,55,2,2,2,6,acept,not furnished,R$780,"R$1,150",R$142,R$15,"R$2,087"
Rio de Janeiro,70,1,2,1,11,not acept,furnished,"R$1,700","R$1,500",R$184,R$20,"R$3,404"
Porto Alegre,370,5,4,3,-,acept,not furnished,R$0,"R$14,000","R$1,290",R$211,"R$15,500"
Porto Alegre,157,3,3,1,5,acept,not furnished,"R$1,325","R$4,500",R$347,R$58,"R$6,230"
Belo Horizonte,176,3,3,3,9,acept,not furnished,"R$1,950","R$5,000",R$542,R$64,"R$7,556"
Porto Alegre,78,3,1,1,2,acept,not furnished,R$500,R$850,R$50,R$11,"R$1,411"
Rio de Janeiro,35,1,1,0,7,not acept,not furnished,R$411,"R$1,080",R$35,R$14,"R$1,540"
Campinas,52,1,1,1,8,acept,not furnished,R$650,"R$1,200",R$29,R$16,"R$1,895"
Sao Paulo,240,4,4,3,1,acept,not furnished,"R$2,800","R$4,200",R$792,R$54,"R$7,846"
Campinas,84,2,3,2,8,acept,not furnished,R$859,"R$4,000",R$261,R$16,"R$5,136"
Belo Horizonte,125,3,3,2,-,acept,not furnished,R$0,"R$2,800",R$38,R$43,"R$2,881"
Belo Horizonte,78,3,2,1,15,acept,not furnished,R$542,"R$1,935",R$78,R$9,"R$2,564"
Porto Alegre,58,2,1,1,1,acept,furnished,R$385,"R$3,500",R$64,R$45,"R$3,994"
Porto Alegre,113,3,2,2,1,acept,not furnished,R$800,"R$1,915",R$0,R$7,"R$2,722"
Belo Horizonte,52,1,1,1,8,not acept,not furnished,"R$1,700","R$4,420",R$188,R$57,"R$6,365"
Campinas,28,1,1,0,6,acept,not furnished,R$376,"R$1,450",R$67,R$19,"R$1,912"
Sao Paulo,54,1,1,0,8,acept,not furnished,R$350,"R$1,940",R$3,R$25,"R$2,318"
Belo Horizonte,270,4,4,4,5,acept,not furnished,"R$4,500","R$12,850","R$1,834",R$163,"R$19,350"
Belo Horizonte,220,3,3,3,9,acept,not furnished,"R$3,500","R$8,900","R$1,466",R$113,"R$13,980"
Porto Alegre,118,3,3,2,5,not acept,not furnished,"R$1,800","R$9,000",R$352,R$115,"R$11,270"
Belo Horizonte,92,3,2,1,9,not acept,not furnished,"R$1,022","R$3,112",R$0,R$13,"R$4,147"
Campinas,62,2,1,1,17,not acept,not furnished,R$716,"R$3,356",R$217,R$13,"R$4,302"
Porto Alegre,250,3,4,3,11,acept,not furnished,"R$4,000","R$5,100",R$975,R$65,"R$10,140"
Rio de Janeiro,750,4,5,5,-,not acept,not furnished,R$0,"R$10,400",R$667,R$157,"R$11,220"
Sao Paulo,177,3,2,2,-,acept,not furnished,R$0,"R$4,000",R$459,R$61,"R$4,520"
Sao Paulo,138,3,2,1,7,not acept,not furnished,"R$2,000","R$7,600",R$238,R$97,"R$9,935"
Rio de Janeiro,140,3,2,1,5,acept,not furnished,"R$1,091","R$5,000",R$292,R$64,"R$6,447"
Sao Paulo,450,4,5,6,-,not acept,furnished,R$0,"R$9,000","R$1,150",R$136,"R$10,290"
Rio de Janeiro,167,3,3,3,4,acept,not furnished,"R$2,334","R$1,670",R$555,R$22,"R$4,581"
Rio de Janeiro,30,1,1,1,11,not acept,furnished,"R$1,600","R$2,900",R$180,R$37,"R$4,717"
Belo Horizonte,120,3,2,0,-,acept,not furnished,R$0,"R$2,250",R$0,R$34,"R$2,284"
Porto Alegre,60,2,1,1,-,acept,not furnished,R$485,R$800,R$60,R$11,"R$1,356"
Sao Paulo,210,3,3,4,-,acept,not furnished,R$0,"R$3,294",R$276,R$50,"R$3,620"
Rio de Janeiro,49,1,1,1,7,acept,furnished,"R$1,730","R$6,200",R$0,R$79,"R$8,009"
Rio de Janeiro,75,2,2,1,8,acept,furnished,R$930,"R$2,950",R$110,R$38,"R$4,028"
Belo Horizonte,109,3,2,1,2,acept,not furnished,"R$1,450","R$5,300",R$0,R$68,"R$6,818"
Rio de Janeiro,57,1,2,0,17,acept,not furnished,R$670,"R$1,400",R$0,R$18,"R$2,088"
Sao Paulo,100,4,2,2,-,acept,not furnished,R$0,"R$3,500",R$42,R$53,"R$3,595"
Belo Horizonte,70,2,2,2,11,not acept,furnished,"R$2,847","R$3,290",R$590,R$42,"R$6,769"
Campinas,250,3,2,8,-,acept,not furnished,R$0,"R$6,500","R$1,360",R$98,"R$7,958"
Belo Horizonte,103,3,2,2,6,acept,not furnished,"R$1,150","R$3,000",R$459,R$39,"R$4,648"
Campinas,90,3,2,2,11,not acept,not furnished,"R$3,160","R$5,000",R$384,R$64,"R$8,608"
Porto Alegre,273,4,2,2,4,acept,furnished,"R$2,100","R$2,770",R$366,R$36,"R$5,272"
Belo Horizonte,37,1,1,0,31,not acept,furnished,R$583,"R$1,650",R$57,R$21,"R$2,311"
Rio de Janeiro,61,2,1,1,4,acept,not furnished,R$459,"R$1,850",R$0,R$24,"R$2,333"
Campinas,64,2,2,1,-,not acept,not furnished,R$773,"R$1,900",R$152,R$29,"R$2,854"
Belo Horizonte,220,3,5,4,10,acept,not furnished,"R$2,250","R$6,800",R$84,R$87,"R$9,221"
Porto Alegre,58,2,2,1,1,acept,not furnished,R$553,"R$2,530",R$0,R$22,"R$3,105"
Porto Alegre,145,3,3,3,6,acept,not furnished,"R$1,100","R$12,000",R$667,R$153,"R$13,920"
Porto Alegre,380,5,5,4,-,acept,not furnished,R$500,"R$15,000","R$1,172",R$226,"R$16,900"
Porto Alegre,93,3,2,2,7,acept,not furnished,R$750,"R$2,200",R$84,R$28,"R$3,062"
Sao Paulo,36,1,1,1,8,acept,not furnished,R$323,"R$2,150",R$85,R$28,"R$2,586"
Rio de Janeiro,78,2,2,1,2,acept,furnished,"R$1,250","R$7,250",R$390,R$92,"R$8,982"
Rio de Janeiro,38,2,1,1,3,acept,not furnished,R$140,"R$1,250",R$15,R$16,"R$1,421"
Rio de Janeiro,101,3,2,2,1,acept,not furnished,R$632,"R$2,200",R$119,R$28,"R$2,979"
Belo Horizonte,400,4,5,5,-,acept,not furnished,R$0,"R$7,200",R$350,R$109,"R$7,659"
Porto Alegre,65,2,1,0,4,acept,not furnished,"R$1,261","R$1,450",R$166,R$19,"R$2,896"
Rio de Janeiro,248,3,4,3,2,acept,not furnished,"R$4,325","R$5,300","R$1,521",R$68,"R$11,210"
Rio de Janeiro,360,3,5,6,17,acept,not furnished,"R$7,552","R$3,000","R$4,830",R$39,"R$15,420"
